time,5min,10min,15min,20min,25min
00:00:30,0.003221,0.0014,0.000841,0.000578,0.000428
00:01:00,0.006873,0.002956,0.001776,0.00122,0.000903
00:01:30,0.015431,0.006216,0.003763,0.002663,0.002024
00:02:00,0.028878,0.011349,0.006449,0.004356,0.003269
00:02:30,0.047347,0.018958,0.010822,0.007146,0.005181
00:03:00,0.070841,0.029376,0.016924,0.011275,0.008166
00:03:30,0.095244,0.041477,0.024444,0.016475,0.012014
00:04:00,0.120051,0.055088,0.033382,0.022909,0.016902
00:04:30,0.141643,0.068257,0.042584,0.029815,0.022317
00:05:00,0.161515,0.081189,0.052042,0.037178,0.028276
00:05:30,0.162918,0.092538,0.060737,0.044186,0.034096
00:06:00,0.154331,0.103119,0.069047,0.051029,0.03993
00:06:30,0.143394,0.11213,0.076274,0.057147,0.045212
00:07:00,0.129263,0.120421,0.083024,0.062915,0.050256
00:07:30,0.115586,0.127346,0.088822,0.067918,0.054708
00:08:00,0.101899,0.133654,0.094175,0.072586,0.058891
00:08:30,0.090135,0.138907,0.098702,0.076594,0.062522
00:09:00,0.079434,0.143657,0.102874,0.080344,0.065907
00:09:30,0.070602,0.147563,0.106406,0.083552,0.068831
00:10:00,0.062727,0.151029,0.109609,0.086496,0.071554
00:10:30,0.056252,0.145467,0.112289,0.088983,0.073885
00:11:00,0.050468,0.134597,0.114728,0.091267,0.076055
00:11:30,0.045685,0.122959,0.116765,0.093202,0.077907
00:12:00,0.041334,0.109886,0.118587,0.09497,0.079624
00:12:30,0.037696,0.098055,0.120095,0.096457,0.081082
00:13:00,0.034379,0.086648,0.121464,0.097818,0.08241
00:13:30,0.03157,0.077117,0.122591,0.098956,0.083532
00:14:00,0.028986,0.068389,0.123597,0.099992,0.084564
00:14:30,0.026771,0.061216,0.124425,0.100856,0.085431
00:15:00,0.024722,0.054745,0.125172,0.101641,0.086225
00:15:30,0.022939,0.049422,0.119815,0.102293,0.08689
00:16:00,0.021271,0.0446,0.110748,0.102884,0.087499
00:16:30,0.019823,0.040557,0.101358,0.103375,0.088012
00:17:00,0.018459,0.036878,0.091032,0.10382,0.088482
00:17:30,0.017278,0.033788,0.081842,0.104188,0.088877
00:18:00,0.016159,0.03094,0.072975,0.104518,0.089238
