time,5min,10min,15min,20min,25min
00:00:30,0.01105,0.00479,0.002881,0.001982,0.001469
00:01:00,0.025337,0.010727,0.006375,0.004352,0.003211
00:01:30,0.053267,0.02317,0.014098,0.009825,0.007399
00:02:00,0.090978,0.039517,0.024029,0.016782,0.012683
00:02:30,0.13713,0.060215,0.036851,0.025863,0.0196
00:03:00,0.193835,0.086175,0.052887,0.037233,0.028247
00:03:30,0.252607,0.114709,0.070995,0.050162,0.038179
00:04:00,0.31528,0.147111,0.092064,0.065434,0.049992
00:04:30,0.373087,0.179135,0.113675,0.081401,0.062518
00:05:00,0.429758,0.212287,0.136714,0.0989,0.076404
00:05:30,0.433578,0.242791,0.158647,0.115953,0.090233
00:06:00,0.413907,0.272854,0.18073,0.133373,0.104639
00:06:30,0.390904,0.30001,0.200994,0.149579,0.118201
00:07:00,0.359268,0.326933,0.220858,0.165668,0.131729
00:07:30,0.329204,0.351216,0.239158,0.180421,0.144216
00:08:00,0.297398,0.374831,0.257129,0.195056,0.156561
00:08:30,0.269698,0.395957,0.273402,0.208454,0.16802
00:09:00,0.242838,0.41633,0.289324,0.221614,0.179335
00:09:30,0.220054,0.434611,0.303745,0.23361,0.189669
00:10:00,0.198575,0.452471,0.317742,0.245285,0.199768
00:10:30,0.180266,0.441594,0.330351,0.25588,0.209001
00:11:00,0.163113,0.416878,0.342709,0.266245,0.218063
00:11:30,0.1485,0.390975,0.353869,0.275712,0.226348
00:12:00,0.134689,0.360182,0.364642,0.284949,0.234468
00:12:30,0.122938,0.331344,0.374325,0.293343,0.241811
00:13:00,0.112082,0.301779,0.383707,0.301518,0.249014
00:13:30,0.102878,0.275843,0.392015,0.308876,0.255577
00:14:00,0.094175,0.250797,0.40005,0.315956,0.261997
00:14:30,0.086765,0.229255,0.407149,0.322338,0.267834
00:15:00,0.079701,0.208895,0.413996,0.328545,0.273479
00:15:30,0.073661,0.191319,0.400983,0.334092,0.27857
00:16:00,0.067861,0.174719,0.378287,0.339462,0.283523
00:16:30,0.063499,0.16044,0.354824,0.344227,0.287961
00:17:00,0.059418,0.146886,0.327773,0.348781,0.29226
00:17:30,0.055798,0.135063,0.302666,0.352821,0.296098
00:18:00,0.052362,0.123811,0.277287,0.356732,0.299813
00:18:30,0.049264,0.114078,0.254816,0.345358,0.303115
00:19:00,0.046333,0.104782,0.233125,0.326454,0.306284
00:19:30,0.043716,0.096668,0.214368,0.321823,0.309092
00:20:00,0.041233,0.088939,0.196435,0.321977,0.311823
00:20:30,0.038989,0.082152,0.180925,0.310392,0.314246
00:21:00,0.036883,0.075653,0.166255,0.294304,0.316594
00:21:30,0.034965,0.06993,0.15353,0.278372,0.31867
00:22:00,0.033139,0.064463,0.141354,0.260783,0.320678
00:22:30,0.031488,0.059638,0.130663,0.244527,0.32245
00:23:00,0.029967,0.055018,0.120551,0.228084,0.324162
00:23:30,0.028632,0.051005,0.111704,0.213393,0.313493
00:24:00,0.027409,0.047258,0.103247,0.198965,0.296711
00:24:30,0.02635,0.044055,0.095826,0.18626,0.291832
00:25:00,0.025375,0.040971,0.088716,0.174062,0.290778
00:25:30,0.024529,0.038289,0.082448,0.163352,0.280228
00:26:00,0.023748,0.035731,0.076409,0.153034,0.265998
00:26:30,0.023049,0.033863,0.071061,0.143938,0.251988
00:27:00,0.022378,0.032094,0.065928,0.135198,0.236667
00:27:30,0.021773,0.030476,0.061358,0.127464,0.222507
00:28:00,0.021186,0.028956,0.05695,0.12003,0.20811
00:28:30,0.020651,0.027562,0.053034,0.113465,0.195147
00:29:00,0.020125,0.026225,0.04923,0.107116,0.182461
00:29:30,0.019642,0.024992,0.045876,0.101479,0.171291
00:30:00,0.019162,0.023808,0.042608,0.096056,0.160484
00:30:30,0.018718,0.022747,0.039698,0.091214,0.150898
00:31:00,0.018274,0.021731,0.036911,0.086504,0.141671
00:31:30,0.017863,0.020791,0.034471,0.082306,0.133522
00:32:00,0.017457,0.019906,0.032175,0.078218,0.125659
00:32:30,0.017075,0.019122,0.030185,0.074546,0.118695
00:33:00,0.016688,0.018402,0.028298,0.070984,0.111993
00:33:30,0.016324,0.017771,0.026644,0.067769,0.106026
00:34:00,0.015956,0.017204,0.025033,0.064627,0.100264
00:34:30,0.01561,0.016699,0.023863,0.061794,0.095163
00:35:00,0.015261,0.016223,0.022754,0.059037,0.090201
00:35:30,0.014932,0.015797,0.021758,0.056534,0.085761
00:36:00,0.014603,0.015389,0.020804,0.054077,0.081457
00:36:30,0.014293,0.015022,0.01992,0.051849,0.077594
00:37:00,0.013981,0.014666,0.019067,0.049689,0.073827
00:37:30,0.013686,0.014341,0.018274,0.047726,0.070457
00:38:00,0.013388,0.014021,0.017509,0.045789,0.067155
00:38:30,0.013107,0.013726,0.016807,0.044019,0.064176
00:39:00,0.012823,0.013433,0.016157,0.042276,0.06127
00:39:30,0.012555,0.01316,0.015572,0.040694,0.058652
00:40:00,0.012284,0.012887,0.015032,0.039145,0.056079
00:40:30,0.012031,0.012632,0.014557,0.037726,0.053742
00:41:00,0.011779,0.012375,0.014117,0.036326,0.051454
00:41:30,0.01154,0.012137,0.013727,0.035041,0.049403
00:42:00,0.011297,0.0119,0.01336,0.03377,0.047383
00:42:30,0.011066,0.011674,0.013031,0.032602,0.045537
00:43:00,0.010834,0.011445,0.012717,0.031458,0.043717
00:43:30,0.010613,0.011228,0.012432,0.030404,0.042054
00:44:00,0.010392,0.011007,0.012156,0.029358,0.040429
00:44:30,0.010181,0.010798,0.011905,0.028393,0.038951
00:45:00,0.00997,0.010587,0.011663,0.027437,0.037491
00:45:30,0.00977,0.010386,0.011437,0.026558,0.036154
00:46:00,0.009568,0.010183,0.011211,0.02569,0.034831
00:46:30,0.009378,0.00999,0.010999,0.024888,0.033616
00:47:00,0.009186,0.009796,0.010787,0.024104,0.032415
00:47:30,0.009005,0.009611,0.010587,0.023384,0.031322
00:48:00,0.008823,0.009425,0.010386,0.022664,0.030237
00:48:30,0.008651,0.009248,0.010196,0.021994,0.029235
00:49:00,0.008478,0.009069,0.010004,0.021327,0.028242
00:49:30,0.008315,0.0089,0.009823,0.020707,0.027326
00:50:00,0.008151,0.008729,0.00964,0.02009,0.026423
00:50:30,0.007997,0.008567,0.009466,0.019517,0.02559
00:51:00,0.007843,0.008404,0.009291,0.018947,0.024765
00:51:30,0.007698,0.008249,0.009124,0.018417,0.024017
00:52:00,0.007552,0.008092,0.008956,0.01789,0.023274
00:52:30,0.00742,0.007944,0.008796,0.01741,0.022583
00:53:00,0.007285,0.007795,0.008635,0.016935,0.021893
00:53:30,0.007157,0.007654,0.008481,0.016491,0.021252
00:54:00,0.007026,0.007516,0.008327,0.016047,0.020615
00:54:30,0.006902,0.007389,0.008179,0.015632,0.020022
00:55:00,0.006776,0.007259,0.008031,0.015217,0.019432
00:55:30,0.006656,0.007135,0.007889,0.01483,0.018884
00:56:00,0.006535,0.007009,0.007747,0.014442,0.01834
00:56:30,0.00642,0.006888,0.007611,0.01408,0.017833
00:57:00,0.006304,0.006766,0.007475,0.013718,0.017341
00:57:30,0.006194,0.00665,0.007351,0.013379,0.016884
00:58:00,0.006083,0.006533,0.007227,0.013041,0.016427
00:58:30,0.005978,0.006421,0.007108,0.012725,0.016
00:59:00,0.005872,0.006308,0.006987,0.012409,0.015573
00:59:30,0.005771,0.0062,0.006871,0.012113,0.015174
01:00:00,0.00567,0.006092,0.006753,0.011826,0.014775
01:00:30,0.005574,0.005989,0.006641,0.011555,0.014402
01:01:00,0.005477,0.005885,0.006528,0.011283,0.014029
01:01:30,0.005385,0.005786,0.006419,0.011026,0.01368
01:02:00,0.005292,0.005686,0.006309,0.010769,0.013332
01:02:30,0.005205,0.005591,0.006204,0.010528,0.013006
01:03:00,0.005116,0.005496,0.006099,0.010286,0.012681
01:03:30,0.005032,0.005405,0.005998,0.010058,0.012376
01:04:00,0.004948,0.005313,0.005896,0.009831,0.012073
01:04:30,0.004867,0.005226,0.005799,0.009618,0.011796
01:05:00,0.004787,0.005139,0.005701,0.009406,0.011518
01:05:30,0.00471,0.005055,0.005608,0.009207,0.011255
01:06:00,0.004632,0.004972,0.005514,0.009008,0.010991
01:06:30,0.004559,0.004892,0.005425,0.00882,0.010743
01:07:00,0.004485,0.004811,0.005335,0.008632,0.010495
01:07:30,0.004415,0.004735,0.005249,0.008455,0.010261
01:08:00,0.004344,0.004658,0.005163,0.008278,0.010028
01:08:30,0.004277,0.004585,0.00508,0.00811,0.009808
01:09:00,0.004209,0.004511,0.004997,0.007942,0.009589
01:09:30,0.004144,0.004441,0.004918,0.007783,0.009385
01:10:00,0.004081,0.00437,0.004839,0.007624,0.00918
01:10:30,0.004023,0.004303,0.004763,0.007476,0.008988
01:11:00,0.003963,0.004235,0.004686,0.007332,0.008795
01:11:30,0.003906,0.004171,0.004613,0.007195,0.008614
01:12:00,0.003848,0.004107,0.00454,0.007056,0.008432
01:12:30,0.003792,0.004049,0.00447,0.006924,0.00826
01:13:00,0.003736,0.00399,0.0044,0.00679,0.008088
01:13:30,0.003682,0.003932,0.004333,0.006664,0.007926
01:14:00,0.003628,0.003874,0.004266,0.006536,0.007763
01:14:30,0.003576,0.003818,0.004201,0.006415,0.007609
01:15:00,0.003524,0.003762,0.004136,0.006294,0.007457
01:15:30,0.003474,0.003708,0.004075,0.006179,0.007318
01:16:00,0.003424,0.003653,0.004016,0.006063,0.007177
01:16:30,0.003376,0.003601,0.00396,0.005954,0.007042
01:17:00,0.003328,0.003548,0.003903,0.005844,0.006906
01:17:30,0.003282,0.003498,0.003847,0.005739,0.006777
01:18:00,0.003235,0.003447,0.003791,0.005635,0.006647
01:18:30,0.003191,0.003399,0.003738,0.005536,0.006524
01:19:00,0.003146,0.00335,0.003683,0.005436,0.0064
01:19:30,0.003103,0.003304,0.003631,0.005341,0.006282
01:20:00,0.00306,0.003257,0.003578,0.005247,0.006164
01:20:30,0.003019,0.003213,0.003528,0.005157,0.006052
01:21:00,0.002977,0.003168,0.003477,0.005066,0.00594
01:21:30,0.002937,0.003125,0.003428,0.004981,0.005833
01:22:00,0.002897,0.003081,0.003379,0.004895,0.005726
01:22:30,0.002859,0.00304,0.003333,0.004813,0.005625
01:23:00,0.00282,0.002998,0.003286,0.004731,0.005523
01:23:30,0.002783,0.002958,0.003241,0.004653,0.005426
01:24:00,0.002745,0.002918,0.003196,0.004575,0.00533
01:24:30,0.00271,0.002879,0.003153,0.0045,0.005238
01:25:00,0.002674,0.002841,0.003109,0.004425,0.005145
01:25:30,0.002639,0.002803,0.003068,0.004354,0.005058
01:26:00,0.002604,0.002766,0.003026,0.004283,0.00497
