time,5min,10min,15min,20min,25min
00:00:30,0.009561,0.004161,0.002504,0.001723,0.001277
00:01:00,0.020925,0.008982,0.005378,0.003694,0.002734
00:01:30,0.042599,0.01889,0.011609,0.008158,0.006172
00:02:00,0.070402,0.031138,0.019173,0.013499,0.010256
00:02:30,0.103554,0.04621,0.028589,0.020242,0.015463
00:03:00,0.14356,0.064792,0.040178,0.028468,0.021759
00:03:30,0.18303,0.084561,0.052893,0.037667,0.028851
00:04:00,0.224743,0.106514,0.067474,0.048364,0.037192
00:04:30,0.262103,0.127281,0.0817,0.059122,0.045738
00:05:00,0.29961,0.148764,0.096785,0.070674,0.055054
00:05:30,0.293234,0.168087,0.110688,0.081505,0.063932
00:06:00,0.270545,0.187556,0.124856,0.092688,0.073138
00:06:30,0.249169,0.204828,0.137593,0.102866,0.081644
00:07:00,0.224012,0.222078,0.150389,0.113166,0.090304
00:07:30,0.203481,0.237366,0.161858,0.122451,0.09814
00:08:00,0.182673,0.252484,0.17331,0.13176,0.106054
00:08:30,0.165847,0.265902,0.183551,0.140137,0.113193
00:09:00,0.14935,0.279146,0.193757,0.14852,0.12037
00:09:30,0.135906,0.290884,0.202881,0.156075,0.126845
00:10:00,0.122797,0.302252,0.211886,0.163589,0.133325
00:10:30,0.111964,0.289275,0.219937,0.170348,0.139174
00:11:00,0.101459,0.266915,0.227824,0.177025,0.145017
00:11:30,0.092714,0.246452,0.234832,0.183028,0.150285
00:12:00,0.084247,0.223688,0.241674,0.188944,0.155491
00:12:30,0.077696,0.20463,0.247724,0.194222,0.160174
00:13:00,0.071452,0.185531,0.253595,0.19939,0.164795
00:13:30,0.066107,0.169626,0.258747,0.20398,0.168935
00:14:00,0.061002,0.154114,0.263734,0.208454,0.172993
00:14:30,0.056583,0.141175,0.268085,0.212407,0.176624
00:15:00,0.05238,0.128626,0.272297,0.216249,0.180171
00:15:30,0.048711,0.118058,0.259562,0.219624,0.183317
00:16:00,0.045197,0.107834,0.240364,0.222913,0.186388
00:16:30,0.042145,0.099167,0.22277,0.225792,0.189101
00:17:00,0.039197,0.090775,0.203564,0.228598,0.19175
00:17:30,0.036607,0.08361,0.187189,0.231042,0.194082
00:18:00,0.034124,0.076685,0.170747,0.233429,0.196362
00:18:30,0.031922,0.07074,0.156944,0.222858,0.198358
00:19:00,0.029804,0.064978,0.143471,0.207451,0.200314
00:19:30,0.027968,0.060022,0.132106,0.205929,0.20202
00:20:00,0.026185,0.05519,0.121068,0.207771,0.203697
00:20:30,0.024593,0.051059,0.111716,0.198798,0.205154
00:21:00,0.023062,0.047016,0.102649,0.18675,0.206593
00:21:30,0.02173,0.043537,0.094912,0.175618,0.207837
00:22:00,0.020441,0.040158,0.08739,0.163486,0.209071
00:22:30,0.019348,0.037237,0.080956,0.15288,0.210135
00:23:00,0.018404,0.034378,0.074688,0.142171,0.211194
00:23:30,0.017649,0.032262,0.069296,0.132952,0.201721
00:24:00,0.016971,0.030229,0.06404,0.123866,0.188368
00:24:30,0.016416,0.028412,0.059482,0.116077,0.186489
00:25:00,0.015887,0.026664,0.05506,0.108453,0.18731
00:25:30,0.015439,0.025132,0.051217,0.10188,0.179305
00:26:00,0.014999,0.02364,0.047439,0.095461,0.168845
00:26:30,0.014621,0.022296,0.044183,0.089901,0.159171
00:27:00,0.014241,0.020994,0.040972,0.084485,0.148663
00:27:30,0.01391,0.019839,0.03817,0.079754,0.139407
00:28:00,0.013571,0.018724,0.035417,0.07515,0.130032
00:28:30,0.01327,0.017712,0.033026,0.071118,0.121922
00:29:00,0.012959,0.016726,0.03066,0.067166,0.113926
00:29:30,0.01268,0.015833,0.028595,0.063719,0.107005
00:30:00,0.012389,0.014972,0.026564,0.060331,0.10023
00:30:30,0.012126,0.014211,0.024825,0.057338,0.094347
00:31:00,0.011852,0.013468,0.023098,0.054391,0.088612
00:31:30,0.011602,0.01283,0.02185,0.051819,0.083617
00:32:00,0.011341,0.012283,0.020647,0.049268,0.078721
00:32:30,0.011103,0.011843,0.019566,0.047003,0.074466
00:33:00,0.010855,0.011445,0.018534,0.044759,0.070282
00:33:30,0.010626,0.011116,0.017592,0.042774,0.066613
00:34:00,0.01039,0.010805,0.016671,0.040812,0.063039
00:34:30,0.010172,0.01054,0.015833,0.039064,0.059884
00:35:00,0.009948,0.010281,0.015016,0.037326,0.05677
00:35:30,0.009746,0.010055,0.014281,0.035775,0.05403
00:36:00,0.009537,0.009832,0.01358,0.034231,0.051347
00:36:30,0.009342,0.009636,0.012935,0.032874,0.048964
00:37:00,0.009139,0.009435,0.012304,0.031516,0.046601
00:37:30,0.008951,0.009253,0.011726,0.030297,0.044502
00:38:00,0.008756,0.009065,0.011162,0.029074,0.042434
00:38:30,0.008575,0.008894,0.010674,0.027976,0.040597
00:39:00,0.008389,0.008717,0.010254,0.026879,0.03877
00:39:30,0.008215,0.008555,0.009917,0.025894,0.037141
00:40:00,0.008037,0.008386,0.009621,0.024916,0.03552
00:40:30,0.007871,0.008231,0.009372,0.024043,0.034074
00:41:00,0.007701,0.008069,0.009133,0.023161,0.032656
00:41:30,0.007542,0.007919,0.008927,0.022364,0.031382
00:42:00,0.00738,0.007764,0.008724,0.021561,0.030104
00:42:30,0.007229,0.007619,0.008545,0.020836,0.028956
00:43:00,0.007075,0.007469,0.008366,0.020105,0.027806
00:43:30,0.006932,0.00733,0.008206,0.019444,0.026775
00:44:00,0.006785,0.007185,0.008043,0.018779,0.025743
00:44:30,0.006649,0.007051,0.007896,0.018177,0.024828
00:45:00,0.006509,0.006912,0.007743,0.017576,0.023911
00:45:30,0.006379,0.006782,0.007604,0.017037,0.023082
00:46:00,0.006247,0.006649,0.00746,0.016489,0.022245
00:46:30,0.006124,0.006524,0.007327,0.015992,0.02149
