time,5min,10min,15min,20min,25min
00:00:30,0.012845,0.005562,0.003342,0.002298,0.001702
00:01:00,0.028582,0.012194,0.007277,0.004972,0.003668
00:01:30,0.059222,0.025989,0.015884,0.011128,0.008404
00:02:00,0.100622,0.043701,0.026685,0.018711,0.014162
00:02:30,0.152018,0.066496,0.040605,0.028539,0.021687
00:03:00,0.215779,0.095434,0.058445,0.041105,0.031113
00:03:30,0.280408,0.127266,0.078607,0.055392,0.042096
00:04:00,0.347768,0.163137,0.102144,0.072547,0.055357
00:04:30,0.40662,0.197197,0.125722,0.090195,0.069298
00:05:00,0.46284,0.231614,0.150294,0.109173,0.084574
00:05:30,0.456721,0.26178,0.172636,0.126933,0.099236
00:06:00,0.421361,0.290629,0.194796,0.14484,0.114223
00:06:30,0.384094,0.315072,0.214067,0.160694,0.127756
00:07:00,0.360981,0.337952,0.232495,0.176187,0.141126
00:07:30,0.293117,0.35677,0.248141,0.189615,0.152862
00:08:00,0.254899,0.374049,0.262843,0.202411,0.164206
00:08:30,0.225413,0.388189,0.274952,0.213229,0.173952
00:09:00,0.198491,0.473924,0.286404,0.223509,0.183265
00:09:30,0.177838,0.422418,0.295872,0.232098,0.191195
00:10:00,0.158376,0.428704,0.304621,0.240183,0.198649
00:10:30,0.143078,0.401121,0.31289,0.246899,0.204949
00:11:00,0.128886,0.357829,0.317741,0.253178,0.210864
00:11:30,0.117241,0.318952,0.326887,0.258297,0.215866
00:12:00,0.106473,0.279132,0.331103,0.263766,0.220538
00:12:30,0.097582,0.247838,0.334672,0.297546,0.224439
00:13:00,0.089181,0.217903,0.338063,0.272195,0.228486
00:13:30,0.082184,0.194396,0.340824,0.275186,0.231958
00:14:00,0.075561,0.172821,0.343384,0.277873,0.234917
00:14:30,0.07,0.155726,0.34545,0.28009,0.237299
00:15:00,0.064694,0.139639,0.347353,0.282125,0.239383
00:15:30,0.06021,0.126822,0.326587,0.283777,0.241125
00:16:00,0.055908,0.114567,0.293988,0.285305,0.242739
00:16:30,0.052231,0.104888,0.264777,0.286548,0.244062
00:17:00,0.048716,0.095625,0.234027,0.287701,0.245293
00:17:30,0.045673,0.08792,0.209194,0.28864,0.246305
00:18:00,0.042739,0.080653,0.185641,0.289508,0.24724
00:18:30,0.040219,0.07456,0.167127,0.273206,0.248013
00:19:00,0.03777,0.068784,0.149367,0.247956,0.248737
00:19:30,0.035625,0.063887,0.135329,0.240626,0.249333
00:20:00,0.033545,0.059231,0.122045,0.239696,0.249889
00:20:30,0.031733,0.055243,0.11153,0.22589,0.250346
00:21:00,0.029964,0.051436,0.101437,0.206326,0.250773
00:21:30,0.028402,0.048169,0.093086,0.188453,0.251124
00:22:00,0.026876,0.045011,0.085226,0.169668,0.251451
00:22:30,0.025534,0.042287,0.078644,0.153832,0.251719
00:23:00,0.024242,0.039671,0.072429,0.138547,0.25197
00:23:30,0.02309,0.037384,0.067174,0.12627,0.238321
00:24:00,0.021956,0.03516,0.062176,0.114232,0.21748
00:24:30,0.020943,0.033219,0.057922,0.104637,0.211226
00:25:00,0.019946,0.03134,0.053838,0.095435,0.209879
00:25:30,0.019054,0.029683,0.050365,0.087767,0.198148
00:26:00,0.018191,0.028064,0.047015,0.080524,0.181856
00:26:30,0.017419,0.026633,0.044112,0.074449,0.166908
00:27:00,0.016656,0.025249,0.041333,0.068685,0.150936
00:27:30,0.015967,0.024035,0.038921,0.063799,0.137624
00:28:00,0.015286,0.022841,0.036574,0.059151,0.124491
00:28:30,0.01467,0.021774,0.034519,0.055169,0.113909
00:29:00,0.014061,0.020725,0.032537,0.051369,0.103529
00:29:30,0.01351,0.019786,0.030796,0.048107,0.095122
00:30:00,0.012965,0.018862,0.029096,0.044955,0.087048
00:30:30,0.012482,0.018053,0.027594,0.042236,0.080293
00:31:00,0.012005,0.017253,0.026126,0.039623,0.073896
00:31:30,0.01157,0.016532,0.024851,0.037339,0.068502
00:32:00,0.011137,0.015819,0.023604,0.035118,0.063361
00:32:30,0.010742,0.015175,0.022491,0.033181,0.059001
00:33:00,0.010349,0.014538,0.021395,0.031304,0.054813
00:33:30,0.00999,0.013962,0.020416,0.029649,0.051245
00:34:00,0.009634,0.013392,0.019453,0.028033,0.047816
00:34:30,0.009307,0.012876,0.018595,0.026603,0.044848
00:35:00,0.008983,0.012379,0.017765,0.025222,0.041996
00:35:30,0.008686,0.011927,0.017016,0.02401,0.039532
00:36:00,0.008391,0.011476,0.016276,0.022817,0.037137
00:36:30,0.00812,0.011066,0.015607,0.021752,0.035039
00:37:00,0.007859,0.010657,0.014946,0.020703,0.033011
00:37:30,0.007623,0.010284,0.014348,0.019766,0.031236
00:38:00,0.007385,0.009914,0.013757,0.018843,0.029503
00:38:30,0.007166,0.009575,0.013222,0.018035,0.027973
00:39:00,0.006946,0.009238,0.012698,0.017237,0.026478
00:39:30,0.006743,0.00893,0.012231,0.016517,0.025172
00:40:00,0.006539,0.008623,0.011765,0.015804,0.023903
00:40:30,0.006351,0.008342,0.011341,0.015161,0.022772
00:41:00,0.006162,0.008063,0.01092,0.014524,0.021658
00:41:30,0.005988,0.007817,0.010535,0.013949,0.020663
00:42:00,0.005813,0.007572,0.010152,0.01338,0.019684
00:42:30,0.005652,0.007346,0.009802,0.012865,0.018808
00:43:00,0.00549,0.007119,0.009454,0.012368,0.017964
00:43:30,0.005341,0.006909,0.009136,0.011917,0.017205
00:44:00,0.005191,0.006699,0.00882,0.011467,0.016454
00:44:30,0.005052,0.006505,0.00853,0.011057,0.015776
00:45:00,0.004914,0.006311,0.008242,0.010648,0.015105
00:45:30,0.004785,0.006131,0.007981,0.010276,0.014499
00:46:00,0.004656,0.005951,0.00773,0.009906,0.013899
00:46:30,0.004536,0.005784,0.007498,0.009567,0.013357
00:47:00,0.004417,0.005618,0.007265,0.00923,0.012821
00:47:30,0.00431,0.005463,0.00705,0.008923,0.012348
00:48:00,0.004204,0.005309,0.006834,0.008616,0.011877
00:48:30,0.004106,0.005166,0.006635,0.008336,0.011448
00:49:00,0.004006,0.005023,0.006436,0.008056,0.011021
00:49:30,0.003913,0.00489,0.006251,0.007811,0.010631
00:50:00,0.003819,0.004758,0.006067,0.007566,0.010244
00:50:30,0.003731,0.004634,0.005896,0.007341,0.00989
00:51:00,0.003643,0.004511,0.005725,0.007114,0.009538
00:51:30,0.00356,0.004397,0.005567,0.006904,0.009216
00:52:00,0.003476,0.004287,0.005408,0.006694,0.008896
00:52:30,0.003398,0.004187,0.005262,0.0065,0.008603
00:53:00,0.003319,0.004085,0.005115,0.006306,0.008312
00:53:30,0.003246,0.003989,0.004979,0.006126,0.008045
00:54:00,0.003172,0.003893,0.004843,0.005947,0.00779
00:54:30,0.003102,0.003803,0.004717,0.00578,0.007556
00:55:00,0.003033,0.003713,0.004591,0.005614,0.007321
00:55:30,0.002967,0.003628,0.004473,0.00546,0.007104
00:56:00,0.002901,0.003542,0.004357,0.005305,0.006886
00:56:30,0.00284,0.003462,0.004254,0.005163,0.006685
00:57:00,0.002778,0.003382,0.00415,0.00502,0.006484
00:57:30,0.00272,0.003306,0.004053,0.004887,0.006298
00:58:00,0.002661,0.00323,0.003955,0.004754,0.006111
00:58:30,0.002607,0.003159,0.003864,0.004631,0.005939
00:59:00,0.002551,0.003088,0.003771,0.004508,0.005766
00:59:30,0.0025,0.003021,0.003685,0.004394,0.005606
01:00:00,0.002448,0.002953,0.003597,0.004285,0.005447
01:00:30,0.002399,0.00289,0.003516,0.004184,0.005299
01:01:00,0.002349,0.002827,0.003434,0.004082,0.00515
01:01:30,0.002303,0.002767,0.003357,0.003987,0.005013
01:02:00,0.002257,0.002707,0.003279,0.003891,0.004876
01:02:30,0.002213,0.002651,0.003207,0.003801,0.004749
01:03:00,0.002169,0.002595,0.003134,0.00371,0.004621
01:03:30,0.002128,0.002542,0.003066,0.003626,0.004503
01:04:00,0.002086,0.002489,0.002997,0.00354,0.004384
01:04:30,0.002047,0.002439,0.002933,0.00346,0.00428
01:05:00,0.002007,0.002388,0.002868,0.00338,0.004175
01:05:30,0.00197,0.002341,0.002807,0.003304,0.004078
01:06:00,0.001933,0.002294,0.002746,0.003228,0.003979
01:06:30,0.001897,0.002249,0.002689,0.003158,0.003887
01:07:00,0.001862,0.002204,0.002631,0.003086,0.003793
01:07:30,0.001829,0.002162,0.002577,0.003019,0.003706
01:08:00,0.001797,0.002119,0.002523,0.002952,0.003618
01:08:30,0.001767,0.002079,0.002472,0.002889,0.003536
01:09:00,0.001736,0.002039,0.002421,0.002825,0.003453
01:09:30,0.001707,0.002001,0.002373,0.002766,0.003376
01:10:00,0.001677,0.001962,0.002324,0.002706,0.003298
01:10:30,0.001649,0.001926,0.002279,0.00265,0.003225
01:11:00,0.001621,0.00189,0.002233,0.002594,0.003151
01:11:30,0.001594,0.001856,0.00219,0.002541,0.003083
01:12:00,0.001567,0.001823,0.002147,0.002487,0.003013
01:12:30,0.001542,0.001792,0.002106,0.002437,0.002949
01:13:00,0.001516,0.00176,0.002065,0.002387,0.002883
01:13:30,0.001492,0.00173,0.002026,0.00234,0.002822
01:14:00,0.001467,0.0017,0.001987,0.002292,0.002761
01:14:30,0.001444,0.001672,0.00195,0.002248,0.002703
01:15:00,0.00142,0.001643,0.001914,0.002203,0.002645
01:15:30,0.001398,0.001616,0.001879,0.002161,0.002591
01:16:00,0.001375,0.001589,0.001844,0.002118,0.002536
01:16:30,0.001354,0.001563,0.001812,0.002078,0.002485
01:17:00,0.001332,0.001536,0.001781,0.002038,0.002433
01:17:30,0.001311,0.001512,0.00175,0.002,0.002385
01:18:00,0.001291,0.001487,0.00172,0.001961,0.002336
01:18:30,0.001271,0.001463,0.001691,0.001925,0.00229
01:19:00,0.001251,0.001439,0.001662,0.001889,0.002244
01:19:30,0.001232,0.001416,0.001634,0.001855,0.002201
01:20:00,0.001213,0.001393,0.001606,0.001822,0.002157
01:20:30,0.001195,0.001371,0.00158,0.001791,0.002116
01:21:00,0.001177,0.001349,0.001553,0.001759,0.002075
01:21:30,0.00116,0.001328,0.001528,0.00173,0.002036
01:22:00,0.001142,0.001307,0.001503,0.0017,0.001996
01:22:30,0.001126,0.001287,0.001479,0.001671,0.00196
01:23:00,0.001109,0.001267,0.001454,0.001643,0.001922
01:23:30,0.001093,0.001248,0.001431,0.001616,0.001887
01:24:00,0.001077,0.001228,0.001408,0.001588,0.001852
01:24:30,0.001061,0.00121,0.001386,0.001562,0.00182
01:25:00,0.001046,0.001191,0.001363,0.001536,0.001788
01:25:30,0.001031,0.001174,0.001342,0.001511,0.001758
01:26:00,0.001016,0.001156,0.001321,0.001486,0.001727
01:26:30,0.001002,0.001139,0.001301,0.001462,0.001698
01:27:00,0.000988,0.001122,0.00128,0.001438,0.001669
01:27:30,0.000974,0.001106,0.001261,0.001415,0.001641
01:28:00,0.00096,0.001089,0.001241,0.001392,0.001613
01:28:30,0.000947,0.001074,0.001222,0.001371,0.001587
01:29:00,0.000934,0.001058,0.001204,0.001349,0.00156
01:29:30,0.000922,0.001043,0.001186,0.001328,0.001535
01:30:00,0.000909,0.001028,0.001168,0.001307,0.001509
01:30:30,0.000897,0.001014,0.001151,0.001287,0.001485
01:31:00,0.000884,0.000999,0.001133,0.001266,0.00146
01:31:30,0.000873,0.000985,0.001117,0.001247,0.001437
01:32:00,0.000861,0.000971,0.0011,0.001228,0.001413
01:32:30,0.00085,0.000958,0.001084,0.00121,0.001391
01:33:00,0.000838,0.000945,0.001068,0.001191,0.001369
01:33:30,0.000828,0.000932,0.001053,0.001173,0.001348
01:34:00,0.000817,0.000919,0.001038,0.001156,0.001326
01:34:30,0.000806,0.000907,0.001023,0.001139,0.001306
01:35:00,0.000796,0.000894,0.001009,0.001122,0.001285
01:35:30,0.000785,0.000882,0.000995,0.001105,0.001265
01:36:00,0.000775,0.00087,0.00098,0.001089,0.001246
01:36:30,0.000766,0.000859,0.000967,0.001074,0.001227
01:37:00,0.000756,0.000847,0.000953,0.001058,0.001208
01:37:30,0.000746,0.000836,0.00094,0.001043,0.00119
01:38:00,0.000737,0.000825,0.000927,0.001028,0.001172
01:38:30,0.000728,0.000815,0.000915,0.001013,0.001155
01:39:00,0.000719,0.000804,0.000902,0.000999,0.001137
01:39:30,0.00071,0.000794,0.00089,0.000985,0.001121
01:40:00,0.000701,0.000783,0.000878,0.000971,0.001104
01:40:30,0.000693,0.000774,0.000867,0.000958,0.001088
01:41:00,0.000684,0.000764,0.000855,0.000944,0.001072
01:41:30,0.000676,0.000754,0.000844,0.000932,0.001057
01:42:00,0.000668,0.000744,0.000832,0.000919,0.001042
01:42:30,0.00066,0.000735,0.000822,0.000906,0.001027
01:43:00,0.000652,0.000726,0.000811,0.000894,0.001012
01:43:30,0.000644,0.000717,0.000801,0.000882,0.000998
01:44:00,0.000636,0.000708,0.00079,0.00087,0.000984
01:44:30,0.000629,0.000699,0.00078,0.000859,0.00097
01:45:00,0.000621,0.000691,0.00077,0.000847,0.000957
01:45:30,0.000614,0.000683,0.00076,0.000836,0.000944
01:46:00,0.000607,0.000674,0.000751,0.000825,0.00093
01:46:30,0.0006,0.000666,0.000741,0.000814,0.000918
01:47:00,0.000593,0.000658,0.000732,0.000804,0.000905
01:47:30,0.000586,0.00065,0.000723,0.000793,0.000893
01:48:00,0.00058,0.000642,0.000714,0.000783,0.000881
01:48:30,0.000573,0.000635,0.000705,0.000773,0.000869
01:49:00,0.000567,0.000627,0.000696,0.000763,0.000858
01:49:30,0.00056,0.00062,0.000688,0.000754,0.000847
01:50:00,0.000554,0.000613,0.00068,0.000744,0.000835
01:50:30,0.000548,0.000606,0.000671,0.000735,0.000824
01:51:00,0.000542,0.000599,0.000663,0.000726,0.000814
01:51:30,0.000536,0.000592,0.000655,0.000717,0.000803
01:52:00,0.00053,0.000585,0.000648,0.000708,0.000793
01:52:30,0.000524,0.000578,0.00064,0.000699,0.000783
01:53:00,0.000518,0.000572,0.000632,0.000691,0.000772
01:53:30,0.000513,0.000565,0.000625,0.000682,0.000763
01:54:00,0.000507,0.000559,0.000618,0.000674,0.000753
01:54:30,0.000502,0.000553,0.00061,0.000666,0.000744
01:55:00,0.000496,0.000547,0.000603,0.000658,0.000734
01:55:30,0.000491,0.000541,0.000596,0.00065,0.000725
01:56:00,0.000486,0.000535,0.000589,0.000642,0.000716
01:56:30,0.000481,0.000529,0.000583,0.000635,0.000707
01:57:00,0.000475,0.000523,0.000576,0.000627,0.000699
01:57:30,0.000471,0.000517,0.00057,0.00062,0.00069
01:58:00,0.000466,0.000512,0.000563,0.000613,0.000682
01:58:30,0.000461,0.000506,0.000557,0.000606,0.000673
01:59:00,0.000456,0.000501,0.000551,0.000598,0.000665
01:59:30,0.000451,0.000495,0.000545,0.000592,0.000657
02:00:00,0.000447,0.00049,0.000538,0.000585,0.000649
