Condotta,Portata [l/s],Pendenza,Diametro,G,theta,Rh,tau,Criterio di autopulizia (tau>2 Pa)
c26,145.906,0.028896,0.3,0.663318481968382,218.12955897288592,0.0871636911242689,24.708270603710638,Verificato!
